IndicatorCode,SpatialDim,ParentLocation,TimeDim,NumericValue,Low,High,Dim1
WHOSIS_000001,PER,Americas,2021,74.80745,74.32039,75.31423,SEX_FMLE
WHOSIS_000001,TUR,Europe,2000,77.12943,76.75604,77.60252,SEX_FMLE
WHOSIS_000001,URY,Americas,2014,80.91835,80.8788,81.0132,SEX_FMLE
WHOSIS_000001,PAN,Americas,2003,79.33217,79.11205,79.60484,SEX_FMLE
WHOSIS_000001,ISR,Europe,2013,83.60382,83.59579,83.68464,SEX_FMLE
WHOSIS_000001,DOM,Americas,2006,70.27303,69.45092,71.20779,SEX_MLE
WHOSIS_000001,MKD,Europe,2018,78.49076,78.37465,78.68641,SEX_FMLE
WHOSIS_000001,TLS,South-East Asia,2021,66.52958,65.5545,67.69879,SEX_MLE
WHOSIS_000001,GUY,Americas,2013,63.06122,62.59073,63.68916,SEX_MLE
WHOSIS_000001,UZB,Europe,2002,64.87586,64.48025,65.24482,SEX_FMLE
WHOSIS_000001,GTM,Americas,2005,72.72024,72.48108,73.05236,SEX_FMLE
WHOSIS_000001,GRC,Europe,2016,78.52796,78.51097,78.61777,SEX_MLE
WHOSIS_000001,BHS,Americas,2008,69.51301,69.24651,69.84647,SEX_MLE
WHOSIS_000001,MAR,Eastern Mediterranean,2008,71.88491,71.17183,72.55793,SEX_BTSX
WHOSIS_000001,NAM,Africa,2017,59.09812,58.17294,59.99808,SEX_MLE
WHOSIS_000001,PSE,Eastern Mediterranean,2019,77.59649,77.21603,77.97057,SEX_FMLE
WHOSIS_000001,POL,Europe,2014,81.29088,81.2842,81.37014,SEX_FMLE
WHOSIS_000001,IND,South-East Asia,2016,68.36024,67.94964,68.75073,SEX_MLE
WHOSIS_000001,POL,Europe,2007,70.87905,70.87144,70.9428,SEX_MLE
WHOSIS_000001,JOR,Eastern Mediterranean,2000,72.72227,72.14746,73.24611,SEX_BTSX
WHOSIS_000001,LUX,Europe,2018,84.6865,,,SEX_FMLE
WHOSIS_000001,IDN,South-East Asia,2004,66.25107,65.81014,66.75969,SEX_BTSX
WHOSIS_000001,KGZ,Europe,2020,71.47082,71.12113,71.95873,SEX_BTSX
WHOSIS_000001,URY,Americas,2000,74.87862,74.79812,75.01953,SEX_BTSX
WHOSIS_000001,NER,Africa,2001,51.30905,50.45912,52.2866,SEX_FMLE
WHOSIS_000001,LBN,Eastern Mediterranean,2005,75.41744,75.00977,75.85128,SEX_MLE
WHOSIS_000001,MKD,Europe,2007,75.77011,75.67767,75.94656,SEX_FMLE
WHOSIS_000001,ARM,Europe,2014,78.10727,77.92557,78.32262,SEX_FMLE
WHOSIS_000001,WB_UMI,,2016,74.97658,74.61884,75.39221,SEX_BTSX
WHOSIS_000001,PRI,Americas,2012,82.91461,82.81617,83.08518,SEX_FMLE
WHOSIS_000001,AUT,Europe,2020,83.30621,83.28783,83.38774,SEX_FMLE
WHOSIS_000001,MKD,Europe,2012,76.91131,76.82726,77.09965,SEX_FMLE
WHOSIS_000001,BHS,Americas,2009,69.43606,69.20229,69.77861,SEX_MLE
WHOSIS_000001,RWA,Africa,2008,63.85681,63.15877,64.71802,SEX_FMLE
WHOSIS_000001,ZWE,Africa,2008,47.58801,46.58001,48.54728,SEX_MLE
WHOSIS_000001,POL,Europe,2012,72.54592,72.53885,72.6119,SEX_MLE
WHOSIS_000001,LCA,Americas,2020,75.6335,75.16955,76.274,SEX_BTSX
WHOSIS_000001,BDI,Africa,2021,64.00695,63.30472,64.97354,SEX_BTSX
WHOSIS_000001,MYS,Western Pacific,2010,74.02632,73.76316,74.38296,SEX_BTSX
WHOSIS_000001,UKR,Europe,2018,67.67454,67.07116,68.42487,SEX_MLE
WHOSIS_000001,MLI,Africa,2016,60.19265,59.39577,61.29863,SEX_MLE
WHOSIS_000001,BFA,Africa,2011,59.07175,58.21477,59.94996,SEX_BTSX
WHOSIS_000001,MNE,Europe,2018,77.22277,77.08269,77.42512,SEX_BTSX
WHOSIS_000001,SYR,Eastern Mediterranean,2011,71.88413,71.46199,72.42934,SEX_BTSX
WHOSIS_000001,SOM,Eastern Mediterranean,2014,55.55979,54.42971,56.62328,SEX_FMLE
WHOSIS_000001,MLT,Europe,2005,76.88234,76.78614,77.07446,SEX_MLE
WHOSIS_000001,ZWE,Africa,2003,44.72555,43.69957,45.86678,SEX_MLE
WHOSIS_000001,PRK,South-East Asia,2002,65.30641,61.34288,69.77006,SEX_FMLE
WHOSIS_000001,HND,Americas,2008,71.91689,71.19398,72.80668,SEX_FMLE
WHOSIS_000001,AMR,,2018,76.98308,76.8592,77.19429,SEX_BTSX
WHOSIS_000001,BEL,Europe,2008,76.86481,76.85409,76.94689,SEX_MLE
WHOSIS_000001,HUN,Europe,2003,68.29293,68.25411,68.39175,SEX_MLE
WHOSIS_000001,EGY,Eastern Mediterranean,2021,69.10822,68.70971,69.70983,SEX_BTSX
WHOSIS_000001,MDA,Europe,2010,67.76693,67.61058,67.98157,SEX_BTSX
WHOSIS_000001,WSM,Western Pacific,2014,71.49111,70.92041,72.0974,SEX_FMLE
WHOSIS_000001,ECU,Americas,2007,71.2109,70.78391,71.67719,SEX_MLE
WHOSIS_000001,BTN,South-East Asia,2017,74.71875,74.0374,75.46002,SEX_FMLE
WHOSIS_000001,DEU,Europe,2000,78.10603,78.04775,78.16431,SEX_BTSX
WHOSIS_000001,HND,Americas,2007,70.94703,69.91902,72.01275,SEX_BTSX
WHOSIS_000001,SWZ,Africa,2009,47.45973,45.97902,49.19298,SEX_FMLE
WHOSIS_000001,SWE,Europe,2010,81.30466,81.30247,81.37705,SEX_BTSX
WHOSIS_000001,COG,Africa,2011,61.16543,60.36984,61.91547,SEX_MLE
WHOSIS_000001,MDG,Africa,2002,59.42748,58.81149,60.10075,SEX_BTSX
WHOSIS_000001,DOM,Americas,2020,70.06998,69.41629,70.8042,SEX_MLE
WHOSIS_000001,GIN,Africa,2002,55.98361,55.23258,56.88617,SEX_FMLE
WHOSIS_000001,UZB,Europe,2018,71.46641,71.25367,71.81601,SEX_BTSX
WHOSIS_000001,GRD,Americas,2011,69.40243,69.22889,69.70072,SEX_MLE
WHOSIS_000001,PHL,Western Pacific,2017,73.74103,73.46376,74.12469,SEX_FMLE
WHOSIS_000001,MDA,Europe,2012,65.90089,65.73955,66.12207,SEX_MLE
WHOSIS_000001,WB_HI,,2021,82.29614,82.26992,82.40216,SEX_FMLE
WHOSIS_000001,TGO,Africa,2006,55.64758,54.89329,56.35884,SEX_MLE
WHOSIS_000001,PRT,Europe,2002,80.54492,80.53395,80.63215,SEX_FMLE
WHOSIS_000001,GTM,Americas,2013,71.74929,71.45142,72.08738,SEX_BTSX
WHOSIS_000001,CZE,Europe,2017,78.85473,78.81596,78.94321,SEX_BTSX
WHOSIS_000001,TLS,South-East Asia,2008,66.57679,65.7491,67.35435,SEX_BTSX
WHOSIS_000001,MWI,Africa,2012,59.4206,58.69752,60.23227,SEX_BTSX
WHOSIS_000001,GBR,Europe,2002,78.07797,78.02373,78.13222,SEX_BTSX
WHOSIS_000001,SUR,Americas,2020,69.39277,68.91386,69.9161,SEX_MLE
WHOSIS_000001,LBN,Eastern Mediterranean,2015,80.79984,80.4611,81.21865,SEX_FMLE
WHOSIS_000001,SWE,Europe,2004,78.25453,78.24703,78.32331,SEX_MLE
WHOSIS_000001,ALB,Europe,2005,71.61517,71.28796,72.16359,SEX_MLE
WHOSIS_000001,EGY,Eastern Mediterranean,2020,72.60466,72.30351,73.00954,SEX_FMLE
WHOSIS_000001,OMN,Eastern Mediterranean,2000,75.37326,74.84632,76.05737,SEX_FMLE
WHOSIS_000001,FJI,Western Pacific,2021,65.50058,64.66527,66.61704,SEX_BTSX
WHOSIS_000001,SVN,Europe,2020,80.33577,80.2409,80.51488,SEX_BTSX
WHOSIS_000001,KAZ,Europe,2021,66.36556,66.066,66.65465,SEX_MLE
WHOSIS_000001,BRA,Americas,2016,71.10202,70.89312,71.3388,SEX_MLE
WHOSIS_000001,ERI,Africa,2001,52.95337,52.11264,53.73458,SEX_MLE
WHOSIS_000001,MRT,Africa,2002,64.07451,63.53882,64.68709,SEX_FMLE
WHOSIS_000001,YEM,Eastern Mediterranean,2021,68.56819,67.6707,69.30288,SEX_FMLE
WHOSIS_000001,PRK,South-East Asia,2018,69.13402,68.40163,69.80888,SEX_MLE
WHOSIS_000001,WB_LI,,2016,60.74664,59.92937,61.83307,SEX_MLE
WHOSIS_000001,KOR,Western Pacific,2020,80.69913,80.62618,80.77208,SEX_MLE
WHOSIS_000001,MEX,Americas,2011,72.65968,72.49816,72.85301,SEX_MLE
WHOSIS_000001,ISR,Europe,2004,79.54241,79.51919,79.63793,SEX_BTSX
WHOSIS_000001,BDI,Africa,2005,48.33363,47.60842,49.15119,SEX_MLE
WHOSIS_000001,MDG,Africa,2019,64.81833,63.88236,65.85511,SEX_FMLE
WHOSIS_000001,GAB,Africa,2010,63.68724,62.66283,64.67074,SEX_FMLE
WHOSIS_000001,VUT,Western Pacific,2010,63.09572,62.66141,63.73685,SEX_MLE
WHOSIS_000001,PAK,Eastern Mediterranean,2004,63.09146,62.39955,63.83809,SEX_FMLE
WHOSIS_000001,ALB,Europe,2016,79.85896,79.62929,80.13287,SEX_FMLE
WHOSIS_000001,CHL,Americas,2013,79.8255,79.80137,79.90353,SEX_BTSX
WHOSIS_000001,CHL,Americas,2010,81.47047,81.45948,81.55312,SEX_FMLE
WHOSIS_000001,LBY,Eastern Mediterranean,2013,72.78857,72.349,73.2209,SEX_MLE
WHOSIS_000001,LKA,South-East Asia,2003,69.47319,69.37572,69.60039,SEX_MLE
WHOSIS_000001,ETH,Africa,2018,68.47193,67.66295,69.3617,SEX_BTSX
WHOSIS_000001,GNQ,Africa,2021,63.21444,61.6575,64.79556,SEX_FMLE
WHOSIS_000001,CZE,Europe,2001,75.30052,75.25976,75.39759,SEX_BTSX
WHOSIS_000001,EUR,,2010,79.18001,79.10487,79.3295,SEX_FMLE
WHOSIS_000001,CAN,Americas,2001,79.31144,79.3046,79.37815,SEX_BTSX
WHOSIS_000001,LVA,Europe,2000,75.6309,75.54982,75.78948,SEX_FMLE
WHOSIS_000001,FIN,Europe,2017,83.92285,83.87531,84.0179,SEX_FMLE
WHOSIS_000001,KAZ,Europe,2012,74.35117,74.19011,74.60164,SEX_FMLE
WHOSIS_000001,ZMB,Africa,2011,60.1908,59.3205,61.25782,SEX_FMLE
WHOSIS_000001,JAM,Americas,2003,75.42651,75.20746,75.68387,SEX_FMLE
WHOSIS_000001,IDN,South-East Asia,2019,69.54931,68.85433,70.36328,SEX_MLE
WHOSIS_000001,JAM,Americas,2008,67.01592,66.7877,67.2851,SEX_MLE
WHOSIS_000001,JPN,Western Pacific,2000,78.07688,78.02185,78.13191,SEX_MLE
WHOSIS_000001,ZWE,Africa,2004,44.90256,43.76897,46.32622,SEX_MLE
WHOSIS_000001,MLI,Africa,2015,60.12126,59.32797,60.99421,SEX_BTSX
WHOSIS_000001,TTO,Americas,2013,71.37167,70.87312,71.92195,SEX_MLE
WHOSIS_000001,AMR,,2008,73.17714,73.03203,73.38813,SEX_MLE
WHOSIS_000001,DEU,Europe,2019,78.74919,78.68488,78.8135,SEX_MLE
WHOSIS_000001,MUS,Africa,2013,70.50534,70.34452,70.71334,SEX_MLE
WHOSIS_000001,COM,Africa,2016,68.77338,67.97818,69.53833,SEX_FMLE
WHOSIS_000001,GBR,Europe,2019,82.91701,82.85949,82.97452,SEX_FMLE
WHOSIS_000001,DOM,Americas,2007,75.74023,75.11712,76.41516,SEX_FMLE
WHOSIS_000001,DJI,Eastern Mediterranean,2000,61.40374,60.32021,62.46845,SEX_FMLE
WHOSIS_000001,MDG,Africa,2001,58.21377,57.65375,58.94158,SEX_MLE
WHOSIS_000001,CRI,Americas,2020,77.29496,77.22506,77.4334,SEX_MLE
WHOSIS_000001,DZA,Africa,2007,74.59217,74.23684,75.04422,SEX_BTSX
WHOSIS_000001,AUT,Europe,2006,79.8052,79.78837,79.88615,SEX_BTSX
WHOSIS_000001,ISR,Europe,2018,80.66381,80.64454,80.74333,SEX_MLE
WHOSIS_000001,BEN,Africa,2000,57.4211,56.56065,58.27879,SEX_BTSX
WHOSIS_000001,MKD,Europe,2006,71.67256,71.53343,71.89357,SEX_MLE
WHOSIS_000001,CAF,Africa,2016,49.14513,48.03966,50.48821,SEX_MLE
WHOSIS_000001,BEL,Europe,2002,75.02046,75.00491,75.09992,SEX_MLE
WHOSIS_000001,LVA,Europe,2008,77.09837,77.02215,77.22674,SEX_FMLE
WHOSIS_000001,USA,Americas,2015,76.47766,76.43325,76.52207,SEX_MLE
WHOSIS_000001,MLI,Africa,2013,59.91983,59.05974,60.73459,SEX_FMLE
WHOSIS_000001,JAM,Americas,2004,75.46158,75.23933,75.74342,SEX_FMLE
WHOSIS_000001,IDN,South-East Asia,2016,70.7758,70.02926,71.53815,SEX_BTSX
WHOSIS_000001,PRK,South-East Asia,2009,72.59795,72.0692,73.14358,SEX_FMLE
WHOSIS_000001,FIN,Europe,2016,81.1166,81.09382,81.21006,SEX_BTSX
WHOSIS_000001,TUR,Europe,2020,73.41211,73.0367,73.92854,SEX_MLE
WHOSIS_000001,ERI,Africa,2021,63.57308,62.66763,64.45759,SEX_BTSX
WHOSIS_000001,NLD,Europe,2016,79.80497,79.80398,79.88238,SEX_MLE
WHOSIS_000001,SYR,Eastern Mediterranean,2012,60.34,59.6256,61.17903,SEX_MLE
WHOSIS_000001,GMB,Africa,2021,62.22162,61.59472,63.23103,SEX_MLE
WHOSIS_000001,HND,Americas,2011,71.72297,70.92619,72.57617,SEX_FMLE
WHOSIS_000001,FRA,Europe,2017,82.17094,82.16981,82.24474,SEX_BTSX
WHOSIS_000001,LCA,Americas,2017,80.04315,79.6832,80.55014,SEX_FMLE
WHOSIS_000001,SEN,Africa,2010,67.14985,66.69331,67.74131,SEX_FMLE
WHOSIS_000001,BOL,Americas,2014,72.52565,71.89534,73.22372,SEX_FMLE
WHOSIS_000001,MLT,Europe,2000,77.81522,77.69873,77.9976,SEX_BTSX
WHOSIS_000001,VCT,Americas,2007,75.63908,75.40744,75.93075,SEX_FMLE
WHOSIS_000001,LAO,Western Pacific,2009,61.61901,60.93918,62.31515,SEX_MLE
WHOSIS_000001,FSM,Western Pacific,2007,61.64408,60.83668,62.47105,SEX_MLE
WHOSIS_000001,ROU,Europe,2001,71.21463,71.1368,71.39308,SEX_BTSX
WHOSIS_000001,KWT,Eastern Mediterranean,2019,80.27048,80.1771,80.42485,SEX_MLE
WHOSIS_000001,FJI,Western Pacific,2011,65.52165,65.17113,65.93668,SEX_MLE
WHOSIS_000001,FIN,Europe,2019,81.64702,81.61466,81.75208,SEX_BTSX
WHOSIS_000001,BDI,Africa,2005,53.54568,52.62734,54.45365,SEX_FMLE
WHOSIS_000001,CAN,Americas,2018,81.73383,81.72786,81.80825,SEX_BTSX
WHOSIS_000001,PAN,Americas,2015,80.99567,80.83878,81.25109,SEX_FMLE
WHOSIS_000001,FRA,Europe,2009,84.16932,84.11125,84.2274,SEX_FMLE
WHOSIS_000001,DEU,Europe,2001,75.47778,75.41525,75.54031,SEX_MLE
WHOSIS_000001,TJK,Europe,2006,66.62519,66.09852,67.2422,SEX_MLE
WHOSIS_000001,UKR,Europe,2015,72.14895,72.12248,72.23182,SEX_BTSX
WHOSIS_000001,MLT,Europe,2014,81.45292,81.31321,81.59803,SEX_BTSX
WHOSIS_000001,MNE,Europe,2009,72.90906,72.75061,73.11034,SEX_MLE
WHOSIS_000001,LCA,Americas,2008,72.03778,71.75334,72.42829,SEX_MLE
WHOSIS_000001,ROU,Europe,2001,67.63497,67.51933,67.81215,SEX_MLE
WHOSIS_000001,GNQ,Africa,2009,59.83638,58.22697,61.4685,SEX_BTSX
WHOSIS_000001,FRA,Europe,2003,82.39497,82.33263,82.45732,SEX_FMLE
WHOSIS_000001,GRD,Americas,2014,75.52628,75.29409,75.80601,SEX_FMLE
WHOSIS_000001,SSD,Africa,2021,58.57354,57.17944,59.77672,SEX_BTSX
WHOSIS_000001,IND,South-East Asia,2017,70.06083,69.55066,70.58777,SEX_BTSX
WHOSIS_000001,ERI,Africa,2021,66.23751,65.48953,67.14534,SEX_FMLE
WHOSIS_000001,NGA,Africa,2018,64.17073,63.0215,65.09715,SEX_FMLE
WHOSIS_000001,ZAF,Africa,2008,53.91254,53.51954,54.29306,SEX_BTSX
WHOSIS_000001,COM,Africa,2020,69.69494,69.02139,70.63651,SEX_FMLE
WHOSIS_000001,SOM,Eastern Mediterranean,2005,52.08484,50.9074,53.31589,SEX_FMLE
WHOSIS_000001,SUR,Americas,2005,71.2304,70.94385,71.60897,SEX_BTSX
WHOSIS_000001,PRI,Americas,2001,72.25708,72.17178,72.39429,SEX_MLE
WHOSIS_000001,BEL,Europe,2011,77.63995,77.63067,77.72,SEX_MLE
WHOSIS_000001,THA,South-East Asia,2000,71.01192,70.32308,71.53456,SEX_BTSX
WHOSIS_000001,CHE,Europe,2002,82.80968,82.78649,82.89589,SEX_FMLE
WHOSIS_000001,GIN,Africa,2001,55.54035,54.79399,56.38639,SEX_FMLE
WHOSIS_000001,STP,Africa,2010,68.81769,68.26107,69.37276,SEX_BTSX
WHOSIS_000001,EMR,,2008,67.59197,66.9061,68.17293,SEX_BTSX
WHOSIS_000001,ARG,Americas,2009,79.13289,79.12111,79.21604,SEX_FMLE
WHOSIS_000001,BGR,Europe,2018,78.39018,78.30642,78.56703,SEX_FMLE
WHOSIS_000001,RUS,Europe,2008,67.7899,67.77828,67.85682,SEX_BTSX
WHOSIS_000001,GLOBAL,,2006,68.98465,68.63077,69.49275,SEX_BTSX
WHOSIS_000001,CUB,Americas,2021,76.50609,76.21815,76.85337,SEX_FMLE
WHOSIS_000001,GIN,Africa,2010,58.26432,57.48406,59.28648,SEX_BTSX
WHOSIS_000001,LKA,South-East Asia,2012,75.63307,75.59881,75.73392,SEX_BTSX
WHOSIS_000001,KEN,Africa,2021,66.76222,66.2267,67.41296,SEX_BTSX
WHOSIS_000001,JPN,Western Pacific,2008,79.57387,79.51792,79.62982,SEX_MLE
WHOSIS_000001,LTU,Europe,2004,71.87471,71.81672,72.01505,SEX_BTSX
WHOSIS_000001,ECU,Americas,2000,75.93512,75.59489,76.36371,SEX_FMLE
WHOSIS_000001,ALB,Europe,2017,77.91039,77.6542,78.20309,SEX_BTSX
WHOSIS_000001,KEN,Africa,2013,60.66287,60.04614,61.35674,SEX_MLE
WHOSIS_000001,SDN,Eastern Mediterranean,2020,69.80876,68.99305,70.75395,SEX_FMLE
WHOSIS_000001,LBR,Africa,2006,58.93323,58.24727,59.65777,SEX_FMLE
WHOSIS_000001,BHS,Americas,2007,73.08736,72.87133,73.3961,SEX_BTSX
WHOSIS_000001,ATG,Americas,2004,75.37748,75.15646,75.67291,SEX_BTSX
WHOSIS_000001,ETH,Africa,2014,68.26947,67.81998,68.84627,SEX_FMLE
WHOSIS_000001,VCT,Americas,2005,70.2301,69.93008,70.59928,SEX_MLE
WHOSIS_000001,SYC,Africa,2002,76.43799,76.23184,76.74333,SEX_FMLE
WHOSIS_000001,NIC,Americas,2004,75.88808,75.64639,76.24535,SEX_BTSX
WHOSIS_000001,FRA,Europe,2009,77.77676,77.71778,77.83573,SEX_MLE
WHOSIS_000001,BFA,Africa,2014,62.87516,62.17869,63.62597,SEX_FMLE
WHOSIS_000001,VCT,Americas,2001,74.33844,74.10718,74.67856,SEX_FMLE
WHOSIS_000001,COD,Africa,2009,56.80886,55.88143,57.69358,SEX_BTSX
WHOSIS_000001,IRQ,Eastern Mediterranean,2007,72.0746,71.38107,72.81702,SEX_FMLE
WHOSIS_000001,AFG,Eastern Mediterranean,2005,57.01443,56.0297,58.25639,SEX_FMLE
WHOSIS_000001,EGY,Eastern Mediterranean,2020,67.74804,67.29765,68.28262,SEX_MLE
WHOSIS_000001,TUR,Europe,2015,79.2805,78.98906,79.65698,SEX_FMLE
WHOSIS_000001,GNB,Africa,2007,53.47366,52.63507,54.42003,SEX_BTSX
WHOSIS_000001,VNM,Western Pacific,2021,69.72524,69.10756,70.48794,SEX_MLE
WHOSIS_000001,LVA,Europe,2018,79.5404,79.43611,79.71664,SEX_FMLE
WHOSIS_000001,ISR,Europe,2018,84.43508,84.42092,84.51751,SEX_FMLE
WHOSIS_000001,MDG,Africa,2021,64.02701,63.16273,64.94851,SEX_FMLE
WHOSIS_000001,WB_LMI,,2005,66.36884,65.8329,66.94244,SEX_FMLE
WHOSIS_000001,GMB,Africa,2014,63.57797,62.8354,64.41083,SEX_BTSX
WHOSIS_000001,BHR,Eastern Mediterranean,2007,71.60547,71.47518,71.90539,SEX_MLE
WHOSIS_000001,SLV,Americas,2016,78.19814,78.05182,78.42068,SEX_FMLE
WHOSIS_000001,VCT,Americas,2016,75.41892,75.16915,75.70606,SEX_FMLE
WHOSIS_000001,FRA,Europe,2000,75.23806,75.17738,75.29874,SEX_MLE
WHOSIS_000001,TGO,Africa,2003,54.52577,53.7302,55.44889,SEX_MLE
WHOSIS_000001,ATG,Americas,2006,73.22139,72.96537,73.51142,SEX_MLE
WHOSIS_000001,SRB,Europe,2000,71.49722,71.3498,71.66755,SEX_BTSX
WHOSIS_000001,MKD,Europe,2021,70.85033,70.55668,71.30998,SEX_MLE
WHOSIS_000001,NER,Africa,2011,59.427,58.6202,60.39843,SEX_FMLE
WHOSIS_000001,GRC,Europe,2003,81.48889,81.47595,81.57193,SEX_FMLE
WHOSIS_000001,AMR,,2021,77.27216,77.08434,77.53138,SEX_FMLE
WHOSIS_000001,NIC,Americas,2016,80.55448,80.32311,80.79268,SEX_FMLE
WHOSIS_000001,KGZ,Europe,2015,75.20771,74.97968,75.4825,SEX_FMLE
WHOSIS_000001,JPN,Western Pacific,2008,82.83289,82.7782,82.88758,SEX_BTSX
WHOSIS_000001,CRI,Americas,2018,82.9696,82.88786,83.12382,SEX_FMLE
WHOSIS_000001,BGD,South-East Asia,2013,73.71865,73.27486,74.24584,SEX_FMLE
WHOSIS_000001,PAK,Eastern Mediterranean,2009,64.76992,64.05035,65.49499,SEX_FMLE
WHOSIS_000001,IND,South-East Asia,2012,69.95961,69.52908,70.55412,SEX_FMLE
WHOSIS_000001,KWT,Eastern Mediterranean,2005,78.37753,78.28315,78.53378,SEX_BTSX
WHOSIS_000001,GRD,Americas,2019,70.4553,70.12939,70.83328,SEX_MLE
WHOSIS_000001,LTU,Europe,2016,69.41002,69.3351,69.53353,SEX_MLE
WHOSIS_000001,BLZ,Americas,2021,71.36484,70.95902,71.77473,SEX_MLE
WHOSIS_000001,ECU,Americas,2018,75.04834,74.69729,75.47032,SEX_MLE
WHOSIS_000001,VNM,Western Pacific,2004,72.1534,71.76249,72.61646,SEX_BTSX
WHOSIS_000001,NGA,Africa,2016,62.04834,60.84062,63.34111,SEX_BTSX
WHOSIS_000001,MDG,Africa,2009,61.15023,60.35156,62.00778,SEX_MLE
WHOSIS_000001,HRV,Europe,2021,76.86168,76.7822,76.9959,SEX_BTSX
WHOSIS_000001,ZMB,Africa,2001,44.20821,43.07219,45.39171,SEX_MLE
WHOSIS_000001,AFG,Eastern Mediterranean,2016,59.19899,58.32907,60.24845,SEX_MLE
WHOSIS_000001,TKM,Europe,2019,72.5444,71.81686,73.23473,SEX_FMLE
WHOSIS_000001,CHN,Western Pacific,2004,74.6352,74.33581,75.01624,SEX_FMLE
WHOSIS_000001,TJK,Europe,2018,73.49599,72.97249,74.08906,SEX_BTSX
WHOSIS_000001,PSE,Eastern Mediterranean,2011,72.7832,72.51512,73.13001,SEX_BTSX
WHOSIS_000001,MDG,Africa,2021,62.93426,62.10113,63.93041,SEX_BTSX
WHOSIS_000001,MLT,Europe,2016,81.88081,81.75766,82.06446,SEX_BTSX
WHOSIS_000001,MOZ,Africa,2019,58.50506,57.26871,59.74877,SEX_BTSX
WHOSIS_000001,COD,Africa,2010,55.78018,55.07254,56.76853,SEX_MLE
WHOSIS_000001,GBR,Europe,2011,78.75914,78.70023,78.81805,SEX_MLE
WHOSIS_000001,SGP,Western Pacific,2016,85.39855,85.37303,85.48429,SEX_FMLE
WHOSIS_000001,MDG,Africa,2005,61.82507,61.20742,62.55818,SEX_FMLE
WHOSIS_000001,MLT,Europe,2016,79.97817,79.85829,80.17234,SEX_MLE
WHOSIS_000001,VEN,Americas,2001,73.89651,73.81748,74.03763,SEX_BTSX
WHOSIS_000001,PSE,Eastern Mediterranean,2002,68.63142,68.30419,69.03208,SEX_BTSX
WHOSIS_000001,MEX,Americas,2007,75.52455,75.39528,75.70415,SEX_BTSX
WHOSIS_000001,NPL,South-East Asia,2002,65.07652,64.47517,65.68652,SEX_MLE
WHOSIS_000001,PSE,Eastern Mediterranean,2005,67.43739,67.07268,67.77486,SEX_MLE
WHOSIS_000001,IRN,Eastern Mediterranean,2010,76.56625,76.42998,76.80124,SEX_BTSX
WHOSIS_000001,POL,Europe,2015,77.27809,77.27188,77.35335,SEX_BTSX
WHOSIS_000001,ROU,Europe,2001,74.89698,74.80016,75.06758,SEX_FMLE
WHOSIS_000001,ROU,Europe,2021,76.52391,76.4878,76.6185,SEX_FMLE
WHOSIS_000001,TJK,Europe,2002,66.94491,66.29178,67.5092,SEX_BTSX
WHOSIS_000001,LBY,Eastern Mediterranean,2012,73.92407,73.45573,74.3871,SEX_BTSX
WHOSIS_000001,WB_LI,,2007,60.40864,59.61021,61.20376,SEX_FMLE
WHOSIS_000001,TUR,Europe,2005,76.19637,75.79605,76.70442,SEX_BTSX
WHOSIS_000001,YEM,Eastern Mediterranean,2014,70.60767,69.80358,71.48381,SEX_FMLE
WHOSIS_000001,ZMB,Africa,2018,61.41188,60.34389,62.78242,SEX_BTSX
WHOSIS_000001,BDI,Africa,2018,65.96567,65.29165,66.81366,SEX_FMLE
WHOSIS_000001,MOZ,Africa,2010,53.3315,52.66217,54.11485,SEX_BTSX
WHOSIS_000001,GAB,Africa,2020,62.68147,61.80806,63.84503,SEX_MLE
WHOSIS_000001,SWE,Europe,2009,79.21914,79.21754,79.2986,SEX_MLE
WHOSIS_000001,AFR,,2002,52.52736,51.75863,53.37146,SEX_MLE
WHOSIS_000001,KHM,Western Pacific,2001,60.02517,59.35806,60.69822,SEX_BTSX
WHOSIS_000001,ERI,Africa,2007,62.54932,61.70114,63.52864,SEX_FMLE
WHOSIS_000001,AUT,Europe,2021,80.99298,80.96391,81.0805,SEX_BTSX
WHOSIS_000001,ECU,Americas,2021,70.95068,70.31084,71.49082,SEX_MLE
WHOSIS_000001,CHN,Western Pacific,2021,74.95414,74.42638,75.60939,SEX_MLE
WHOSIS_000001,WB_LI,,2009,61.8399,61.02538,62.7631,SEX_FMLE
WHOSIS_000001,TUR,Europe,2002,78.42742,78.00955,79.02759,SEX_FMLE
WHOSIS_000001,STP,Africa,2002,65.41361,64.83248,66.13485,SEX_FMLE
WHOSIS_000001,ARE,Eastern Mediterranean,2001,78.18237,77.85068,78.59257,SEX_FMLE
WHOSIS_000001,ROU,Europe,2021,69.20896,69.17871,69.30121,SEX_MLE
WHOSIS_000001,BDI,Africa,2018,64.02759,63.33261,64.82608,SEX_BTSX
WHOSIS_000001,IND,South-East Asia,2005,65.53031,65.02527,66.05613,SEX_BTSX
WHOSIS_000001,BTN,South-East Asia,2002,67.32682,66.58436,68.07178,SEX_MLE
WHOSIS_000001,ETH,Africa,2010,63.25475,62.72362,63.89857,SEX_BTSX
WHOSIS_000001,DZA,Africa,2009,75.06026,74.74632,75.39367,SEX_BTSX
WHOSIS_000001,DEU,Europe,2009,77.54704,77.48263,77.61146,SEX_MLE
WHOSIS_000001,CUB,Americas,2010,79.90237,79.87522,80.00837,SEX_FMLE
