Name,IndicatorCode,IndicatorName,Language
MDG_0000000014,MDG_0000000014,Children aged <5 years with fever who received treatment with any antimalarial (%),EN
MDG_0000000013,MDG_0000000013,Children aged <5 years sleeping under insecticide-treated nets (%),EN
MDG_0000000011,MDG_0000000011,Median consumer price ratio of selected generic medicines - Public,EN
MDG_0000000010,MDG_0000000010,Median availability of selected generic medicines (%) - Public,EN
MDG_0000000007,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),EN
MDG_0000000006_AGE1519,MDG_0000000006_AGE1519,"Unmet need for family planning, among girls aged 15-19 (%)",EN
MDG_0000000005_AGE1519,MDG_0000000005_AGE1519,"Contraceptive prevalence, among girls aged 15-19 (%)",EN
MDG_0000000005,MDG_0000000005,Contraceptive prevalence (%),EN
MDG_0000000003,MDG_0000000003,Adolescent birth rate (per 1000 women),EN
MDG_0000000001,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),EN
MCV2,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),EN
MALARIA005,MALARIA005,Malaria incidence per 100 000 population,EN
MALARIA004,MALARIA004,Number of under-five deaths from malaria,EN
MALARIA003,MALARIA003,Estimated number of malaria deaths,EN
MALARIA002,MALARIA002,Estimated number of malaria cases,EN
MALARIA001,MALARIA001,Malaria - number of reported deaths,EN
MALARIA_TOTAL_CASES,MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),EN
MALARIA_SUSPECTS,MALARIA_SUSPECTS,Number of suspected malaria cases,EN
MALARIA_RDT_TEST,MALARIA_RDT_TEST,Number of malaria suspects examined by rapid diagnostic test (RDT),EN
MALARIA_RDT_POS,MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),EN
MALARIA_PV_INDIG,MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases,EN
MALARIA_PRES_CASES,MALARIA_PRES_CASES,Number of presumed malaria cases,EN
MALARIA_PF_INDIG,MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,EN
MALARIA_NMCP_CALCULATIONS,MALARIA_NMCP_CALCULATIONS,Domestic Expenditure on Malaria,EN
MALARIA_MICR_TEST,MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,EN
MALARIA_MICR_POS,MALARIA_MICR_POS,Number of malaria positive cases by microscopy,EN
MALARIA_ITN_COVERAGE,MALARIA_ITN_COVERAGE,"Population with access to an insecticide-treated bed net (ITN) for malaria protection (%), modelled",EN
MALARIA_IRS_COVERAGE,MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),EN
MALARIA_IPTP3_COVERAGE,MALARIA_IPTP3_COVERAGE,Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%),EN
MALARIA_INDIG_STATUS,MALARIA_INDIG_STATUS,Status of indigenous malaria cases,EN
MALARIA_INDIG,MALARIA_INDIG,Number of indigenous malaria cases,EN
MALARIA_IMPORTED,MALARIA_IMPORTED,Number of imported malaria cases,EN
MALARIA_EST_MORTALITY,MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),EN
MALARIA_EST_INCIDENCE,MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),EN
MALARIA_EST_DEATHS,MALARIA_EST_DEATHS,Estimated number of malaria deaths,EN
MALARIA_EST_CASES,MALARIA_EST_CASES,Estimated number of malaria cases,EN
MALARIA_CONF_CASES,MALARIA_CONF_CASES,Number of confirmed malaria cases,EN
MALARIA_ACT_TREATED,MALARIA_ACT_TREATED,Number of malaria cases treated with artemisinin-based combination therapies (ACTs),EN
MALARIA_1STLINE_TREATED,MALARIA_1STLINE_TREATED,Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs)),EN
M6_youth_periodic,M6_youth_periodic,Survey previous to the most recent school-based survey among adolescents was within the 5 years prior,EN
M5_youth_representative,M5_youth_representative,Most recent school-based survey among adolescents was representative of the national population,EN
M4_youth_recent,M4_youth_recent,Most recent school-based survey among adolescents was recent (in the past 5 years),EN
M3_adult_periodic,M3_adult_periodic,Survey previous to the most recent survey among adults was within the 5 years prior,EN
M2_adult_representative,M2_adult_representative,Most recent survey among adults was representative of the national population,EN
M1_adult_recent,M1_adult_recent,Most recent survey among adults was recent (in the past 5 years),EN
M_svy_yr_youth,M_svy_yr_youth,Year of survey of youth,EN
M_svy_yr_adult,M_svy_yr_adult,Year of latest adult prevalence survey,EN
M_svy_national_youth,M_svy_national_youth,Representativeness of youth survey,EN
M_svy_national_adult,M_svy_national_adult,Representativeness of survey of adults,EN
M_svy_age_youth,M_svy_age_youth,Youth survey age range,EN
M_svy_age_adult,M_svy_age_adult,Adult survey age range,EN
M_survey_title_youth,M_survey_title_youth,Name of survey of youth,EN
M_survey_title_adult,M_survey_title_adult,Name of survey of adults,EN
M_smkless_svy_yr_youth,M_smkless_svy_yr_youth,Year of survey of youth - smokeless,EN
M_smkless_svy_yr_adult,M_smkless_svy_yr_adult,Year of survey of adults - smokeless,EN
M_smkless_svy_national_youth,M_smkless_svy_national_youth,Representativeness of survey of youth - smokeless,EN
M_smkless_svy_national_adult,M_smkless_svy_national_adult,Representativeness of survey of adults - smokeless,EN
M_smkless_survey_title_youth,M_smkless_survey_title_youth,Name of survey of youth - smokeless,EN
M_smkless_survey_title_adult,M_smkless_survey_title_adult,Name of survey of adults - smokeless,EN
M_smkless_prev_youth,M_smkless_prev_youth,Youth smokeless tobacco use indicator rate,EN
M_smkless_prev_adult,M_smkless_prev_adult,Adult smokeless tobacco use indicator rate,EN
M_smkless_def_text_youth,M_smkless_def_text_youth,Youth smokeless tobacco use indicator definition,EN
M_smkless_def_text_adult,M_smkless_def_text_adult,Adult smokeless tobacco use indicator definition,EN
M_smkless_age_range_youth,M_smkless_age_range_youth,Youth survey age range - smokeless,EN
M_smkless_age_range_adult,M_smkless_age_range_adult,Adult survey age range - smokeless,EN
M_Group,M_Group,Monitoring tobacco use and prevention policies,EN
M_Est_tob_daily_std,M_Est_tob_daily_std,Estimate of daily tobacco use prevalence (%) (age-standardized rate),EN
M_Est_tob_daily_crude,M_Est_tob_daily_crude,"Daily tobacco smoking, crude adjusted",EN
M_Est_tob_daily,M_Est_tob_daily,Estimate of daily tobacco use prevalence (%),EN
M_Est_tob_curr_std,M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),EN
M_Est_tob_curr_crude,M_Est_tob_curr_crude,"Current tobacco smoking, crude adjusted",EN
M_Est_tob_curr,M_Est_tob_curr,Estimate of current tobacco use prevalence (%),EN
M_Est_smk_daily_std,M_Est_smk_daily_std,Estimate of daily tobacco smoking prevalence (%) (age-standardized rate),EN
M_Est_smk_daily,M_Est_smk_daily,Estimate of daily tobacco smoking prevalence (%),EN
M_Est_smk_curr_std,M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),EN
M_Est_smk_curr,M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),EN
M_Est_cig_daily_std,M_Est_cig_daily_std,Estimate of daily cigarette smoking prevalence (%) (age-standardized rate),EN
M_Est_cig_daily_crude,M_Est_cig_daily_crude,"Daily cigarette smoking, crude adjusted",EN
M_Est_cig_daily,M_Est_cig_daily,Estimate of daily cigarette smoking prevalence (%),EN
M_Est_cig_curr_std,M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),EN
M_Est_cig_curr_crude,M_Est_cig_curr_crude,"Current cigarette smoking, crude adjusted",EN
M_Est_cig_curr,M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),EN
M_def_2_text_youth,M_def_2_text_youth,Youth indicator 2 definition,EN
M_def_2_text_adult,M_def_2_text_adult,Adult indicator 2 definition,EN
M_def_2_prev_youth,M_def_2_prev_youth,Youth indicator 2 rate,EN
M_def_2_prev_adult,M_def_2_prev_adult,Adult indicator 2 rate,EN
M_def_1_text_youth,M_def_1_text_youth,Youth indicator 1 definition,EN
M_def_1_text_adult,M_def_1_text_adult,Adult indicator 1 definition,EN
M_def_1_prev_youth,M_def_1_prev_youth,Youth indicator 1 rate,EN
M_def_1_prev_adult,M_def_1_prev_adult,Adult indicator 1 rate,EN
LIFE_0000000035,LIFE_0000000035,ex - expectation of life at age x,EN
LIFE_0000000034,LIFE_0000000034,Tx - person-years lived above age x,EN
LIFE_0000000033,LIFE_0000000033,nLx - person-years lived between ages x and x+n,EN
LIFE_0000000032,LIFE_0000000032,ndx - number of people dying between ages x and x+n,EN
LIFE_0000000031,LIFE_0000000031,lx - number of people left alive at age x,EN
LIFE_0000000030,LIFE_0000000030,nqx - probability of dying between ages x and x+n,EN
LIFE_0000000029,LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,EN
LEPTO_YLL100K,LEPTO_YLL100K,Years of life lost (YLLs)  (per 100 000 population) due to leptospirosis,EN
LEPTO_YLL,LEPTO_YLL,Years of life lost (YLLs) due to leptospirosis,EN
LEPTO_YLD100K,LEPTO_YLD100K,Years of healthy life lost to disability (YLDs) (per 100 000 population) due to leptospirosis,EN
LEPTO_YLD,LEPTO_YLD,Years of healthy life lost to disability (YLDs) due to leptospirosis,EN
LEPTO_MORTALITY,LEPTO_MORTALITY,Estimated leptospirosis deaths (per 100 000 population),EN
LEPTO_MORBIDITY,LEPTO_MORBIDITY,Estimated leptospirosis incidence (per 100 000 population),EN
LEPTO_DALY100K,LEPTO_DALY100K,Disability-adjusted life years (DALYs) (per 100 000 population) due to leptospirosis,EN
LEPTO_DALY,LEPTO_DALY,Disability-adjusted life years (DALYs) due to leptospirosis,EN
LEADCONTROL,LEADCONTROL,Legally-binding controls on lead paint,EN
LEAD_9,LEAD_9,Lead attributable DALYs ('000) in children under 5 years,EN
LEAD_8,LEAD_8,Lead attributable DALYs per 100'000 capita,EN
LEAD_7,LEAD_7,Lead attributable deaths per 100'000 capita,EN
LEAD_6,LEAD_6,Lead attributable DALYs ('000),EN
LEAD_5,LEAD_5,Lead attributable deaths,EN
LEAD_4,LEAD_4,Percentage of the adults (15+ years) with blood lead levels above 10ug/dl,EN
LEAD_3,LEAD_3,Percentage of the adults (15+ years) with blood lead levels above 5ug/dl,EN
LEAD_2,LEAD_2,Percentage of the children under 15 years with blood lead levels above 10ug/dl,EN
LEAD_10,LEAD_10,Lead attributable DALYs per 100'000 children under 5 years,EN
LEAD_1,LEAD_1,Percentage of the children under 15 years with blood lead levels above 5ug/dl,EN
LBW_PREVALENCE,LBW_PREVALENCE,Low birth weight prevalence (%),EN
LBW_NUMBER,LBW_NUMBER,Low birth weight number (in thousands),EN
ITU_IDI_RANK,ITU_IDI_RANK,ICT Development Index (IDI) rank,EN
ITU_IDI,ITU_IDI,ICT Development Index (IDI),EN
ITU_ICT_2,ITU_ICT_2,Mobile-cellular telephone subscriptions per 100 inhabitants,EN
ITU_ICT_1,ITU_ICT_1,Percentage of individuals using the Internet,EN
itnwm,itnwm,Pregnant women sleeping under insecticide-treated nets (%),EN
itnch,itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),EN
IR_PYRETHROID_PRESENCE,IR_PYRETHROID_PRESENCE,Pyrethroid resistance reported for at least one site,EN
IR_PYRETHROID_EXTENT,IR_PYRETHROID_EXTENT,Percentage of sites for which pyrethroid resistance was reported,EN
IR_ORGANOPHOSPHATE_PRESENCE,IR_ORGANOPHOSPHATE_PRESENCE,Organophosphate resistance reported for at least one site,EN
IR_ORGANOPHOSPHATE_EXTENT,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,EN
IR_ORGANOCHLORINE_PRESENCE,IR_ORGANOCHLORINE_PRESENCE,Organochlorine resistance reported for at least one site,EN
IR_ORGANOCHLORINE_EXTENT,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,EN
IR_INSECTICIDERESISTANCE_PREV,IR_INSECTICIDERESISTANCE_PREV,Number of insecticide classes to which resistance was reported,EN
IR_CARBAMATE_PRESENCE,IR_CARBAMATE_PRESENCE,Carbamate resistance reported for at least one site,EN
IR_CARBAMATE_EXTENT,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,EN
IndicatorDimension,,,
Indicator,,,
imr,imr,Infant mortality rate (deaths per 1000 live births),EN
IMMUNIZATION_VACCINATIONCARDSSEEN,IMMUNIZATION_VACCINATIONCARDSSEEN,Proportion of vaccination cards seen (%),EN
IHRSPAR2_C15,IHRSPAR2_C15,Radiation emergencies,EN
IHRSPAR2_C14,IHRSPAR2_C14,Chemical events,EN
IHRSPAR2_C13,IHRSPAR2_C13,Food safety,EN
IHRSPAR2_C12,IHRSPAR2_C12,Zoonotic diseases,EN
IHRSPAR2_C11,IHRSPAR2_C11,Points of entry (PoEs) and border health,EN
IHRSPAR2_C10,IHRSPAR2_C10,Risk communication and community engagement (RCCE),EN
IHRSPAR2_C09,IHRSPAR2_C09,Infection prevention and control (IPC),EN
IHRSPAR2_C08,IHRSPAR2_C08,Health services provision,EN
IHRSPAR2_C07,IHRSPAR2_C07,Health emergency management,EN
IHRSPAR2_C06,IHRSPAR2_C06,Human resources,EN
IHRSPAR2_C05,IHRSPAR2_C05,Surveillance,EN
IHRSPAR2_C04,IHRSPAR2_C04,Laboratory,EN
IHRSPAR2_C03,IHRSPAR2_C03,Financing,EN
IHRSPAR2_C02,IHRSPAR2_C02,"IHR Coordination, National IHR Focal Point functions and advocacy",EN
IHRSPAR2_C01,IHRSPAR2_C01,"Policy, Legal and normative Instruments to implement IHR",EN
IHRSPAR_CAPACITY13,IHRSPAR_CAPACITY13,Radiation Emergencies,EN
IHRSPAR_CAPACITY12,IHRSPAR_CAPACITY12,Chemical Events,EN
IHRSPAR_CAPACITY11,IHRSPAR_CAPACITY11,Points of Entry (SPAR),EN
IHRSPAR_CAPACITY10,IHRSPAR_CAPACITY10,Risk Communication (SPAR),EN
IHRSPAR_CAPACITY09,IHRSPAR_CAPACITY09,Health Service Provision,EN
IHRSPAR_CAPACITY08,IHRSPAR_CAPACITY08,National Health Emergency Framework,EN
IHRSPAR_CAPACITY07,IHRSPAR_CAPACITY07,Human Resources (SPAR),EN
IHRSPAR_CAPACITY06,IHRSPAR_CAPACITY06,Surveillance (SPAR),EN
IHRSPAR_CAPACITY05,IHRSPAR_CAPACITY05,Laboratory (SPAR),EN
IHRSPAR_CAPACITY04,IHRSPAR_CAPACITY04,Food Safety (SPAR),EN
IHRSPAR_CAPACITY03,IHRSPAR_CAPACITY03,Zoonotic Events and the Human-animal Interface,EN
IHRSPAR_CAPACITY02,IHRSPAR_CAPACITY02,IHR Coordination and National IHR Focal Point Functions,EN
IHRSPAR_CAPACITY01,IHRSPAR_CAPACITY01,Legislation and Financing,EN
IHR13,IHR13,Radionuclear,EN
IHR12,IHR12,Chemical,EN
IHR11,IHR11,Food safety,EN
IHR10,IHR10,Zoonosis,EN
IHR09,IHR09,Points of entry,EN
IHR08,IHR08,Laboratory,EN
IHR07,IHR07,Human resources,EN
IHR06,IHR06,Risk communication,EN
IHR05,IHR05,Preparedness,EN
IHR04,IHR04,Response,EN
IHR03,IHR03,Surveillance,EN
IHR02,IHR02,Coordination,EN
IHR01,IHR01,Legislation,EN
ICD11_IMPL_LVL,ICD11_IMPL_LVL,ICD-11 implementation progress level,EN
HWWS_2,HWWS_2,Handwashing with soap after cleaning child's stool (%),EN
HWWS_1,HWWS_1,Handwashing with soap after using the toilet (%),EN
HWF_0026,HWF_0026,Nursing personnel (%),EN
HWF_0025,HWF_0025,Medical doctors (%),EN
HWF_0024,HWF_0024,Community Health Workers (number),EN
HWF_0023,HWF_0023,Traditional and Complementary Medicine Professionals  (number),EN
HWF_0022,HWF_0022,Physiotherapy Technicians and Assistants  (number),EN
HWF_0021,HWF_0021,Physiotherapists (number),EN
HWF_0020,HWF_0020,Medical and Pathology Laboratory Technicians  (number),EN
HWF_0019,HWF_0019,Medical and Pathology Laboratory scientists  (number),EN
HWF_0018,HWF_0018,Environmental and Occupational Health Inspectors and Associates  (number),EN
HWF_0017,HWF_0017,Environmental and Occupational Health and Hygiene Professionals  (number),EN
HWF_0016,HWF_0016,Pharmaceutical Technicians and Assistants  (number),EN
HWF_0015,HWF_0015,Pharmacists  (number),EN
HWF_0014,HWF_0014,"Pharmacists  (per 10,000)",EN
HWF_0013,HWF_0013,Dental Prosthetic Technicians (number),EN
HWF_0012,HWF_0012,Dental Assistants and Therapists (number),EN
HWF_0011,HWF_0011,Dentists (number),EN
HWF_0010,HWF_0010,"Dentists (per 10,000)",EN
HWF_0009,HWF_0009,Midwifery personnel (number),EN
HWF_0008,HWF_0008,Nursing personnel (number),EN
HWF_0007,HWF_0007,Nursing and midwifery personnel  (number),EN
HWF_0006,HWF_0006,"Nursing and midwifery personnel (per 10,000)",EN
HWF_0005,HWF_0005,Medical doctors not further defined (number),EN
HWF_0004,HWF_0004,Specialist medical practitioners (number),EN
HWF_0003,HWF_0003,Generalist medical practitioners (number),EN
HWF_0002,HWF_0002,Medical doctors (number),EN
HWF_0001,HWF_0001,"Medical doctors (per 10,000)",EN
HSS_UHCLEGISLATION,HSS_UHCLEGISLATION,Countries that have passed legislation on Universal Health Coverage (UHC),EN
HSS_MONITORPROGRESS,HSS_MONITORPROGRESS,Countries that have monitored the progress of their national health policy/strategy/plan regularly,EN
HSS_COMPREHENSIVEHEALTHPOLICY,HSS_COMPREHENSIVEHEALTHPOLICY,Countries that have a comprehensive national health sector policy/ strategy/ plan with goals and targets updated within the last 5 years,EN
HRH_46,HRH_46,Number of biomedical technicians,EN
HRH_45,HRH_45,Biomedical technicians density (per 10 000 population),EN
HRH_44,HRH_44,Number of biomedical engineers,EN
HRH_43,HRH_43,Number of licensed qualified anaesthesiologists actively working,EN
HRH_42,HRH_42,Number of licensed qualified obstetricians actively working,EN
HRH_41,HRH_41,Number of licensed qualified surgeons actively working,EN
HRH_40,HRH_40,Biomedical engineers density (per 10 000 population),EN
HRH_33,HRH_33,Nursing and midwifery personnel density (per 1000 population),EN
HRH_32,HRH_32,Health management & support workers density (per 1000 population),EN
HRH_31,HRH_31,Environmental and public health workers density (per 1000 population),EN
HRH_30,HRH_30,Other health workers density (per 1000 population),EN
